Year,Movie,Worldwide
1999,The Legend of 1900,"$21,159,851 "
1999,At First Sight,"$22,365,133 "
1999,Drive Me Crazy,"$22,591,451 "
1999,Lola rennt,"$22,879,194 "
1999,Stir of Echoes,"$23,059,379 "
1999,Arlington Road,"$24,419,219 "
1999,A Midsummer Night's Dream,"$25,011,645 "
1999,The Wood,"$25,059,640 "
1999,Extreme,"$25,956,582 "
1999,Blast from the Past,"$26,613,620 "
1999,Galapagos,"$27,089,842 "
1999,The Story of Us,"$27,100,030 "
1999,Baby Geniuses,"$27,151,490 "
1999,Cirque du Soleil - Journey of Man,"$27,751,781 "
1999,The Other Sister,"$27,807,627 "
1999,"Lock, Stock and Two Smoking Barrels","$28,356,188 "
1999,Go!,"$28,383,441 "
1999,The Out-of-Towners,"$28,544,120 "
1999,Virus,"$30,626,690 "
1999,Superstar,"$30,628,981 "
1999,The Iron Giant,"$31,333,917 "
1999,An Ideal Husband,"$31,341,183 "
1999,Lake Placid,"$31,770,413 "
1999,Being John Malkovich,"$32,382,381 "
1999,October Sky,"$33,109,865 "
1999,Mystery Men,"$33,462,011 "
1999,Instinct,"$34,105,207 "
1999,The Best Man,"$34,572,780 "
1999,EDtv,"$35,319,689 "
1999,My Favorite Martian,"$36,850,101 "
1999,The Bachelor,"$36,882,378 "
1999,Anna and the King,"$39,251,128 "
1999,Encounter in the Third Dimension,"$40,102,213 "
1999,Dogma,"$43,948,865 "
1999,For Love of the Game,"$46,112,640 "
1999,Man on the Moon,"$47,407,635 "
1999,"Girl, Interrupted","$48,308,749 "
1999,Magnolia,"$48,446,802 "
1999,"South Park: Bigger, Longer & Uncut","$52,037,603 "
1999,Message in a Bottle,"$52,880,016 "
1999,Mickey Blue Eyes,"$53,864,342 "
1999,Varsity Blues,"$54,294,169 "
1999,Never Been Kissed,"$55,474,757 "
1999,The Insider,"$60,265,197 "
1999,10 Things I Hate About You,"$60,413,950 "
1999,The 13th Warrior,"$61,698,899 "
1999,Random Hearts,"$63,200,000 "
1999,She's All That,"$63,465,522 "
1999,House on Haunted Hill,"$65,090,541 "
1999,Todo sobre mi madre,"$67,864,530 "
1999,Fantasia 2000 (Theatrical Release),"$69,618,634 "
1999,Life,"$73,521,587 "
1999,The Hurricane,"$73,956,241 "
1999,Cruel Intentions,"$76,238,901 "
1999,Bicentennial Man,"$87,420,776 "
1999,The Cider House Rules,"$88,547,209 "
1999,Stigmata,"$89,441,732 "
1999,Galaxy Quest,"$90,523,726 "
1999,Deuce Bigalow: Male Gigolo,"$92,935,067 "
1999,Forces of Nature,"$93,957,800 "
1999,8MM,"$96,398,826 "
1999,Inspector Gadget,"$97,387,965 "
1999,Bowfinger,"$98,699,769 "
1999,Any Given Sunday,"$100,230,832 "
1999,Fight Club,"$100,820,947 "
1999,Eyes Wide Shut,"$104,264,617 "
1999,Three Kings,"$107,752,036 "
1999,Blue Streak,"$117,448,157 "
1999,The Thomas Crown Affair,"$124,304,264 "
1999,The Talented Mr. Ripley,"$128,792,130 "
1999,The General's Daughter,"$149,705,852 "
1999,Mononoke-hime,"$150,345,863 "
1999,The Bone Collector,"$151,463,090 "
1999,Payback,"$161,626,121 "
1999,Pokemon: The First Movie,"$163,644,662 "
1999,Deep Blue Sea,"$165,048,228 "
1999,Analyze This,"$176,885,658 "
1999,Double Jeopardy,"$177,835,231 "
1999,The Haunting,"$180,188,905 "
1999,Sleepy Hollow,"$207,068,340 "
1999,Entrapment,"$211,700,000 "
1999,End of Days,"$212,026,975 "
1999,Wild Wild West,"$221,229,335 "
1999,Big Daddy,"$228,641,283 "
1999,American Pie,"$234,723,148 "
1999,The Blair Witch Project,"$248,300,000 "
1999,The Green Mile,"$290,701,374 "
1999,Stuart Little,"$298,815,224 "
1999,Runaway Bride,"$310,138,178 "
1999,Austin Powers: The Spy Who Shagged Me,"$312,383,487 "
1999,American Beauty,"$356,258,047 "
1999,The World is Not Enough,"$361,730,660 "
1999,Notting Hill,"$363,718,196 "
1999,The Mummy,"$416,385,488 "
1999,Tarzan,"$448,191,819 "
1999,The Matrix,"$465,974,198 "
1999,Toy Story 2,"$511,358,276 "
1999,The Sixth Sense,"$672,806,292 "
1999,Star Wars Ep. I: The Phantom Menace,1027044677.00 
2000,The Crew,"$13,019,253 "
2000,The Way of the Gun,"$13,061,935 "
2000,The Little Vampire,"$13,560,782 "
2000,The Ladies Man,"$13,719,474 "
2000,In the Mood for Love,"$13,823,646 "
2000,I Dreamed of Africa,"$14,291,999 "
2000,Supernova,"$14,816,494 "
2000,Bait,"$15,471,969 "
2000,Thomas and the Magic Railroad,"$15,911,332 "
2000,Drowning Mona,"$15,980,376 "
2000,Digimon: The Movie,"$16,628,751 "
2000,The Contender,"$17,804,273 "
2000,All the Pretty Horses,"$18,120,267 "
2000,Loser,"$18,250,106 "
2000,Eye of the Beholder,"$18,260,865 "
2000,Michael Jordan to the MAX,"$19,276,267 "
2000,Get Carter,"$19,417,182 "
2000,Down to You,"$20,035,310 "
2000,Alien Adventure,"$20,427,678 "
2000,Best in Show,"$20,695,413 "
2000,Center Stage,"$21,361,109 "
2000,Boys and Girls,"$21,799,652 "
2000,Dr. T and the Women,"$22,796,811 "
2000,Reindeer Games,"$23,360,779 "
2000,The Next Best Thing,"$24,355,762 "
2000,Love & Basketball,"$27,709,625 "
2000,Nurse Betty,"$27,732,366 "
2000,Saving Grace,"$27,786,849 "
2000,Boiler Room,"$28,773,637 "
2000,Battlefield Earth: A Saga of the Yearÿ,"$29,725,663 "
2000,Small Time Crooks,"$29,934,477 "
2000,East is East,"$30,438,635 "
2000,Lost Souls,"$31,320,293 "
2000,Return to Me,"$32,662,299 "
2000,Dracula 2000,"$33,000,377 "
2000,Wonder Boys,"$33,422,485 "
2000,Red Planet,"$33,463,969 "
2000,Dungeons and Dragons,"$33,771,965 "
2000,American Psycho,"$34,270,285 "
2000,The Skulls,"$35,007,180 "
2000,The Adventures of Rocky & Bullwinkle,"$35,129,610 "
2000,My Dog Skip,"$35,795,319 "
2000,Titan A.E.,"$36,751,979 "
2000,The Original Kings of Comedy,"$38,236,338 "
2000,Urban Legends: Final Cut,"$38,574,362 "
2000,The Legend of Bagger Vance,"$39,235,486 "
2000,The Beach,"$39,778,599 "
2000,The Art of War,"$40,390,931 "
2000,Bless the Child,"$40,435,694 "
2000,Where the Heart Is,"$40,862,054 "
2000,The Gift,"$44,567,606 "
2000,Keeping the Faith,"$45,336,404 "
2000,Dancer in the Dark,"$45,556,774 "
2000,The Watcher,"$47,267,829 "
2000,Almost Famous,"$47,371,191 "
2000,Book of Shadows: Blair Witch 2,"$47,721,314 "
2000,High Fidelity,"$47,881,663 "
2000,The Replacements,"$50,054,511 "
2000,Hanging Up,"$51,867,723 "
2000,Pitch Black,"$53,182,088 "
2000,Bounce,"$53,425,292 "
2000,Pay it Forward,"$55,696,705 "
2000,Little Nicky,"$58,270,391 "
2000,The Ninth Gate,"$58,394,308 "
2000,The Flintstones in Viva Rock Vegas,"$59,431,365 "
2000,Next Friday,"$59,675,307 "
2000,28 Days,"$62,063,972 "
2000,Snow Day,"$62,452,927 "
2000,Proof of Life,"$62,761,005 "
2000,The Road to El Dorado,"$65,700,000 "
2000,Thirteen Days,"$66,554,547 "
2000,102 Dalmatians,"$66,941,559 "
2000,Frequency,"$68,079,671 "
2000,Dolphins,"$69,600,000 "
2000,The Kid,"$69,688,384 "
2000,Shanghai Noon,"$71,189,835 "
2000,Rules of Engagement,"$71,719,931 "
2000,"Dude, Where's My Car?","$73,180,297 "
2000,"O Brother, Where Art Thou?","$75,763,814 "
2000,Finding Forrester,"$80,013,623 "
2000,Men of Honor,"$82,339,483 "
2000,Snatch,"$83,593,107 "
2000,The Whole Nine Yards,"$85,527,867 "
2000,Bedazzled,"$90,376,224 "
2000,Bring it On,"$90,453,550 "
2000,Autumn in New York,"$90,717,684 "
2000,Romeo Must Die,"$91,036,760 "
2000,The 6th Day,"$96,024,898 "
2000,The Tigger Movie,"$96,147,688 "
2000,Rugrats in Paris,"$103,284,813 "
2000,The Cell,"$104,102,747 "
2000,Mission to Mars,"$106,000,000 "
2000,Shaft,"$107,190,108 "
2000,Billy Elliot,"$109,252,972 "
2000,Final Destination,"$112,036,870 "
2000,Coyote Ugly,"$113,916,474 "
2000,Road Trip,"$119,739,110 "
2000,The Family Man,"$124,715,863 "
2000,U-571,"$127,630,030 "
2000,Space Cowboys,"$128,874,043 "
2000,Pokemon 2000,"$133,946,923 "
2000,Remember the Titans,"$136,771,683 "
2000,"Me, Myself & Irene","$149,270,999 "
2000,Chocolat,"$152,500,343 "
2000,Scream 3,"$161,838,076 "
2000,Nutty Professor II: The Klumps,"$166,307,945 "
2000,The Emperor's New Groove,"$169,630,573 "
2000,Big Momma's House,"$173,559,438 "
2000,Hollow Man,"$191,200,000 "
2000,Traffic,"$208,300,000 "
2000,Miss Congeniality,"$213,420,951 "
2000,Vertical Limit,"$213,500,000 "
2000,"Crouching Tiger, Hidden Dragon","$213,904,230 "
2000,The Patriot,"$215,300,000 "
2000,Chicken Run,"$227,793,915 "
2000,Gone in 60 Seconds,"$232,643,008 "
2000,Unbreakable,"$248,099,143 "
2000,Erin Brockovich,"$257,805,243 "
2000,Charlie's Angels,"$259,736,090 "
2000,Scary Movie,"$277,200,000 "
2000,What Lies Beneath,"$288,693,989 "
2000,X-Men,"$296,872,367 "
2000,The Perfect Storm,"$328,711,434 "
2000,Meet the Parents,"$330,425,040 "
2000,How the Grinch Stole Christmas,"$345,445,403 "
2000,Dinosaur,"$356,148,063 "
2000,What Women Want,"$374,105,123 "
2000,Cast Away,"$427,230,516 "
2000,Gladiator,"$456,435,588 "
2000,Mission: Impossible 2,"$549,588,516 "
2001,One Night at McCool's,"$13,441,957 "
2001,Tomcats,"$13,558,739 "
2001,Osmosis Jones,"$13,596,911 "
2001,American Outlaws,"$13,601,109 "
2001,Freddy Got Fingered,"$14,249,005 "
2001,Josie and the Pussycats,"$14,307,223 "
2001,Iron Monkey,"$14,681,661 "
2001,Out Cold,"$14,786,394 "
2001,O (Othello),"$16,017,403 "
2001,Just Visiting,"$16,172,200 "
2001,On the Line,"$16,222,303 "
2001,The Dish,"$16,252,970 "
2001,Original Sin,"$16,521,410 "
2001,Sugar and Spice,"$16,880,799 "
2001,Max Keeble's Big Move,"$17,292,381 "
2001,Antitrust,"$17,865,209 "
2001,The Curse of the Jade Scorpion,"$18,496,522 "
2001,3000 Miles to Graceland,"$18,708,848 "
2001,Rock Star,"$19,317,765 "
2001,Shackleton's Antarctic Adventure,"$19,667,161 "
2001,Summer Catch,"$19,693,891 "
2001,Get Over It,"$19,860,259 "
2001,crazy/beautiful,"$19,929,123 "
2001,Valentine,"$20,384,136 "
2001,The Last Castle,"$20,541,668 "
2001,Mulholland Drive,"$20,780,568 "
2001,Amores Perros,"$20,883,834 "
2001,The Man Who Wasn't There,"$21,494,849 "
2001,Joy Ride,"$22,204,890 "
2001,Two Can Play That Game,"$22,391,450 "
2001,The Glass House,"$22,861,785 "
2001,Kingdom Come,"$23,393,939 "
2001,Life as a House,"$23,889,158 "
2001,The Shipping News,"$24,405,825 "
2001,Joe Somebody,"$24,515,990 "
2001,Corky Romano,"$25,116,103 "
2001,Saving Silverman,"$25,873,142 "
2001,Kabhi Khushi Kabhie Gham,"$26,372,000 "
2001,The Musketeer,"$27,053,815 "
2001,The Tailor of Panama,"$27,491,653 "
2001,The Brothers,"$27,958,191 "
2001,Baby Boy,"$28,734,552 "
2001,Heist,"$28,906,817 "
2001,The Pledge,"$29,406,132 "
2001,Angel Eyes,"$29,544,532 "
2001,Riding in Cars with Boys,"$29,781,453 "
2001,Double Take,"$29,823,162 "
2001,Hearts in Atlantis,"$30,885,781 "
2001,Joe Dirt,"$30,987,695 "
2001,How High,"$31,222,395 "
2001,La Pianiste,"$32,078,517 "
2001,Haunted Castle,"$32,863,526 "
2001,Black Knight,"$33,422,806 "
2001,Jay and Silent Bob Strike Back,"$33,762,400 "
2001,Kiss of the Dragon,"$36,833,473 "
2001,The Majestic,"$37,306,334 "
2001,What's the Worst That Could Happen?,"$38,462,071 "
2001,Someone Like You,"$38,684,906 "
2001,Crocodile Dundee in Los Angeles,"$39,393,111 "
2001,Memento,"$39,719,431 "
2001,In the Bedroom,"$42,137,871 "
2001,See Spot Run,"$43,057,552 "
2001,Hardball,"$43,728,560 "
2001,Monster's Ball,"$43,766,463 "
2001,Recess: School's Out,"$44,451,470 "
2001,Domestic Disturbance,"$54,207,112 "
2001,Driven,"$54,616,869 "
2001,The Animal,"$55,762,229 "
2001,15 Minutes,"$56,331,864 "
2001,Heartbreakers,"$57,753,825 "
2001,Gosford Park,"$58,271,886 "
2001,Behind Enemy Lines,"$58,855,732 "
2001,Jeepers Creepers,"$58,939,035 "
2001,Les Rivi¨¨res Pourpres,"$60,132,548 "
2001,Zoolander,"$60,780,981 "
2001,Captain Corelli's Mandolin,"$62,097,495 "
2001,Not Another Teen Movie,"$62,401,343 "
2001,K-PAX,"$64,978,140 "
2001,Sweet November,"$65,754,228 "
2001,Pokemon 3: The Movie,"$68,452,128 "
2001,Thirteen Ghosts,"$68,467,960 "
2001,From Hell,"$68,712,365 "
2001,Shallow Hal,"$70,836,296 "
2001,Kate and Leopold,"$70,937,778 "
2001,Down to Earth,"$71,172,251 "
2001,The Royal Tenenbaums,"$71,430,876 "
2001,Bandits,"$71,523,271 "
2001,The One,"$72,689,126 "
2001,Serendipity,"$77,477,297 "
2001,Exit Wounds,"$79,958,599 "
2001,Blow,"$83,282,296 "
2001,Final Fantasy: The Spirits Within,"$85,131,830 "
2001,Rat Race,"$86,607,223 "
2001,Ali,"$87,683,966 "
2001,I Am Sam,"$92,542,418 "
2001,The Wedding Planner,"$94,728,529 "
2001,Enemy at the Gates,"$96,971,293 "
2001,Evolution,"$98,341,932 "
2001,A Knight¡¯s Tale,"$100,622,586 "
2001,Jimmy Neutron: Boy Genius,"$102,992,536 "
2001,Don¡¯t Say a Word,"$104,488,383 "
2001,Training Day,"$104,505,352 "
2001,Along Came a Spider,"$105,159,085 "
2001,The Score,"$113,542,091 "
2001,Save the Last Dance,"$122,244,329 "
2001,Scary Movie 2,"$141,189,101 "
2001,Legally Blonde,"$141,809,235 "
2001,Spy Game,"$143,049,560 "
2001,The Mexican,"$145,238,250 "
2001,Swordfish,"$147,080,413 "
2001,Black Hawk Down,"$159,691,085 "
2001,America's Sweethearts,"$160,648,493 "
2001,The Princess Diaries,"$165,334,774 "
2001,Le Fabuleux destin d'Am¨¦lie Poulain,"$174,195,760 "
2001,Dr. Dolittle 2,"$176,101,721 "
2001,Moulin Rouge,"$179,199,536 "
2001,Atlantis: The Lost Empire,"$186,049,020 "
2001,Spy Kids,"$197,692,062 "
2001,Cats & Dogs,"$200,700,000 "
2001,Vanilla Sky,"$202,726,605 "
2001,The Fast and the Furious,"$206,458,372 "
2001,The Others,"$207,765,056 "
2001,Artificial Intelligence: AI,"$235,900,000 "
2001,Lara Croft: Tomb Raider,"$273,330,185 "
2001,Bridget Jones's Diary,"$277,902,373 "
2001,American Pie 2,"$286,500,000 "
2001,A Beautiful Mind,"$317,668,058 "
2001,Rush Hour 2,"$347,425,832 "
2001,Hannibal,"$350,100,280 "
2001,Planet of the Apes,"$362,211,740 "
2001,Jurassic Park III,"$365,900,000 "
2001,Sen to Chihiro no Kamikakushi,"$383,877,891 "
2001,The Mummy Returns,"$435,040,395 "
2001,Pearl Harbor,"$449,239,853 "
2001,Ocean's Eleven,"$450,728,529 "
2001,Shrek,"$491,812,794 "
2001,"Monsters, Inc.","$560,483,719 "
2001,The Lord of the Rings: The Fellowshipÿ,891216824.00 
2001,Harry Potter and the Sorcerer¡¯s Stone,965043494.00 
2002,FearDotCom,"$13,289,290 "
2002,Hey Arnold! The Movie,"$13,684,949 "
2002,Juwanna Mann,"$13,771,817 "
2002,Stealing Harvard,"$13,973,532 "
2002,Ballistic: Ecks vs. Sever,"$14,294,842 "
2002,"Life, or Something Like It","$14,448,589 "
2002,Possession,"$14,805,812 "
2002,Hollywood Ending,"$14,839,383 "
2002,Solaris,"$14,970,038 "
2002,Pulse: A Stomp Odyssey,"$15,384,390 "
2002,Enigma,"$16,031,428 "
2002,They,"$16,140,842 "
2002,The Emperor's Club,"$16,193,713 "
2002,The Powerpuff Girls,"$16,425,701 "
2002,The Good Girl,"$16,585,503 "
2002,Femme Fatale,"$16,830,252 "
2002,Rabbit-Proof Fence,"$16,866,928 "
2002,Jason X,"$16,951,798 "
2002,The Country Bears,"$16,988,996 "
2002,Kung Pow: Enter the Fist,"$17,033,556 "
2002,Empire,"$18,495,444 "
2002,Martin Lawrence Live: RunTelDat,"$19,184,820 "
2002,Half Past Dead,"$19,233,280 "
2002,Tuck Everlasting,"$19,344,615 "
2002,Frailty,"$19,947,280 "
2002,Serving Sara,"$20,146,150 "
2002,White Oleander,"$21,657,770 "
2002,City by the Sea,"$22,505,932 "
2002,Santa vs. The Snowman,"$22,759,134 "
2002,Lewis & Clark: Great Journey West,"$23,000,000 "
2002,Super Troopers,"$23,182,223 "
2002,Antwone Fisher,"$23,367,586 "
2002,Eight Crazy Nights,"$23,607,202 "
2002,Adrenaline Rush: The Science of Risk,"$23,970,431 "
2002,Punch-Drunk Love,"$24,591,031 "
2002,The Magdalene Sisters,"$25,218,042 "
2002,25th Hour,"$25,344,490 "
2002,Jonah: A VeggieTales Movie,"$25,608,779 "
2002,Rollerball,"$25,852,508 "
2002,All About the Benjamins,"$25,873,145 "
2002,Ali G Indahouse,"$25,936,616 "
2002,Blood Work,"$26,199,517 "
2002,The Quiet American,"$26,348,203 "
2002,Monsoon Wedding,"$27,025,600 "
2002,Pokemon 4Ever,"$28,032,301 "
2002,Brown Sugar,"$28,315,272 "
2002,The New Guy,"$28,972,187 "
2002,Far From Heaven,"$29,027,914 "
2002,The Four Feathers,"$29,882,645 "
2002,Queen of the Damned,"$30,307,804 "
2002,Dragonfly,"$30,317,425 "
2002,Pinocchio,"$31,681,811 "
2002,Adaptation,"$32,531,756 "
2002,Confessions of a Dangerous Mind,"$33,013,805 "
2002,Hart's War,"$33,076,815 "
2002,The Crocodile Hunter: Collision Course,"$33,436,931 "
2002,Friday After Next,"$33,526,835 "
2002,Y Tu Mam¨¢ Tambi¨¦n,"$33,649,881 "
2002,Swimfan,"$34,084,228 "
2002,Eight Legged Freaks,"$36,722,311 "
2002,Halloween: Resurrection,"$37,659,652 "
2002,The Banger Sisters,"$38,067,218 "
2002,Clockstoppers,"$38,788,828 "
2002,National Lampoon¡¯s Van Wilder,"$39,241,323 "
2002,The Master of Disguise,"$40,363,530 "
2002,Undercover Brother,"$40,796,145 "
2002,8 femmes,"$42,376,425 "
2002,Orange County,"$43,308,707 "
2002,The Transporter,"$43,928,932 "
2002,A Walk to Remember,"$46,060,861 "
2002,Hable con ella,"$50,768,280 "
2002,Enough,"$50,970,660 "
2002,Blue Crush,"$51,618,420 "
2002,One Hour Photo,"$52,223,306 "
2002,Big Fat Liar,"$52,461,017 "
2002,The Hot Chick,"$54,639,509 "
2002,Analyze That,"$54,994,757 "
2002,Frida,"$56,131,239 "
2002,Drumline,"$56,398,875 "
2002,The Mothman Prophecies,"$56,438,555 "
2002,Murder by Numbers,"$56,643,267 "
2002,Crossroads,"$57,000,000 "
2002,Bowling for Columbine,"$58,240,487 "
2002,I Spy,"$60,279,822 "
2002,The Wild Thornberrys Movie,"$60,694,737 "
2002,Like Mike,"$62,432,423 "
2002,The Sweetest Thing,"$63,078,756 "
2002,High Crimes,"$63,781,100 "
2002,K-19: The Widowmaker,"$65,716,126 "
2002,Changing Lanes,"$66,790,248 "
2002,Star Trek: Nemesis,"$67,312,826 "
2002,Ghost Ship,"$68,349,884 "
2002,Bad Company,"$69,157,016 "
2002,The Divine Secrets of the Ya-Ya Sisteÿ,"$73,826,768 "
2002,Bend it Like Beckham,"$74,566,042 "
2002,The Count of Monte Cristo,"$75,389,090 "
2002,Barbershop,"$77,063,461 "
2002,Windtalkers,"$77,628,265 "
2002,Collateral Damage,"$78,353,508 "
2002,Showtime,"$78,948,765 "
2002,Jackass: The Movie,"$79,282,312 "
2002,The Rookie,"$80,491,516 "
2002,Reign of Fire,"$82,150,183 "
2002,Treasure Planet,"$91,800,000 "
2002,40 Days and 40 Nights,"$95,092,667 "
2002,The Hours,"$97,030,468 "
2002,The Time Machine,"$98,983,590 "
2002,John Q.,"$102,226,631 "
2002,Resident Evil,"$103,787,401 "
2002,The Tuxedo,"$104,429,625 "
2002,Spirit: Stallion of the Cimarron,"$106,515,310 "
2002,About Schmidt,"$107,054,484 "
2002,Peter Pan: Return to Neverland,"$109,862,682 "
2002,The Pianist,"$111,854,182 "
2002,Insomnia,"$113,622,499 "
2002,We Were Soldiers,"$114,658,262 "
2002,Snow Dogs,"$116,898,028 "
2002,Unfaithful,"$119,114,494 "
2002,Spy Kids 2: The Island of Lost Dreams,"$119,721,296 "
2002,Space Station,"$126,513,186 "
2002,About a Boy,"$130,759,651 "
2002,Blade 2,"$154,338,601 "
2002,Maid in Manhattan,"$163,838,217 "
2002,The Scorpion King,"$165,890,634 "
2002,Stuart Little 2,"$166,000,000 "
2002,Mr. Deeds,"$171,269,535 "
2002,The Santa Clause 2,"$172,844,592 "
2002,Jet Li's Hero,"$177,535,958 "
2002,Sweet Home Alabama,"$182,365,114 "
2002,Gangs of New York,"$183,124,621 "
2002,Road to Perdition,"$183,354,514 "
2002,The Sum of All Fears,"$193,500,000 "
2002,Panic Room,"$196,308,367 "
2002,Two Weeks Notice,"$199,043,309 "
2002,Red Dragon,"$206,455,420 "
2002,The Bourne Identity,"$214,357,371 "
2002,8 Mile,"$245,768,384 "
2002,Lilo & Stitch,"$245,799,997 "
2002,The Ring,"$248,218,486 "
2002,xXx,"$267,200,000 "
2002,Scooby-Doo,"$276,294,164 "
2002,Austin Powers in Goldmember,"$296,338,663 "
2002,Chicago,"$306,770,545 "
2002,Catch Me if You Can,"$355,612,291 "
2002,Minority Report,"$358,824,714 "
2002,My Big Fat Greek Wedding,"$374,890,034 "
2002,Ice Age,"$386,116,343 "
2002,Signs,"$408,250,578 "
2002,Die Another Day,"$431,942,139 "
2002,Men in Black 2,"$441,767,803 "
2002,Star Wars Ep. II: Attack of the Clones,"$656,695,615 "
2002,Spider-Man,821706375.00 
2002,Harry Potter and the Chamber of Secrets,874954530.00 
2002,The Lord of the Rings: The Two Towers,919148764.00 
2003,Gods and Generals,"$12,923,936 "
2003,Confidence,"$12,970,401 "
2003,Le Divorce,"$12,985,489 "
2003,Anything Else,"$13,203,044 "
2003,House of the Dead,"$13,860,078 "
2003,How to Deal,"$14,125,516 "
2003,Dirty Pretty Things,"$14,156,753 "
2003,Boat Trip,"$14,933,713 "
2003,Alex & Emma,"$15,358,583 "
2003,Touching the Void,"$15,396,525 "
2003,My Boss's Daughter,"$15,565,357 "
2003,House of Sand and Fog,"$16,154,786 "
2003,"House of 1,000 Corpses","$17,005,466 "
2003,Les Triplettes de Belleville,"$17,400,005 "
2003,A Guy Thing,"$17,430,594 "
2003,Deliver Us From Eva,"$17,573,594 "
2003,A Mighty Wind,"$18,504,539 "
2003,The Human Stain,"$19,379,387 "
2003,View from the Top,"$19,526,014 "
2003,Cold Creek Manor,"$21,384,035 "
2003,Love Don't Cost a Thing,"$21,937,235 "
2003,Biker Boyz,"$22,105,310 "
2003,The Medallion,"$22,108,977 "
2003,To Be and To Have,"$22,176,599 "
2003,In the Cut,"$23,693,646 "
2003,Dickie Roberts: Former Child Star,"$23,734,486 "
2003,Swimming Pool,"$24,021,282 "
